Comment,Toxicity,Type,target
صلو على رسول الله لا إله الا الله يا الله,0,,
استمر من العراق العظيم,0,,
"من جاء بعد  ليفربول 

برشلوني مر من هنا",0,,
قسم بالله فطست ضحك ه,0,,
امسكوني ه ه ه,0,,
الحمد لله اني اشجع برشا,0,,
ليه في المقدمه حطيت يدك على صدرك,0,,
جاك اللي بعدو,0,,
مسكين ما يدري,0,,
"جلوري  يلا جيبوا الي بعده 
 خره بخره بخره 
ه",0,,
وله اني مت ضحك الدقيقة,0,,
ابلع ستة وفي ملعبكم  برشلوني متشمت,1,1,1
هـ القم,0,,
هادرلك حبيبي نشالله يعود اليونايتد برشلوني,0,,
من الدقيقة  الى الدقيقة  فرحه وبلنتي وغيرنا وغيرنا ومن الدقيقة  صياح وبكى وغبنه وضغط عزيزي جلوري انها اقصر قصه حزن شهدها التاريخ هاردلك حبيبي,0,,
اعرف ما عندها دخل بس سوي مقطع ست اب والله جالي فضول ما وراء الكمرة,0,,
اني حاط التلفون باذني بالهدف الرابع ابغى اسمع المعلق و تجيك الصرخة اللي اذانك تسوي من وراها طين,0,,
ه يا فرحة ما تمت,0,,
احترم حبك للمان وماترقع تتفرج او تناظر تعليقي انت شخص لك قاعده جماهيريه كبيره مليون ٦٠٠ الف متابع واجب عليك تنتبه لالفاضك اللعن والسب والشتم مو من صفاتك اتمنى منك على الاقل تحط تشفير وانت تشتم احتراما لنا ولعيالنا الصغار اللي يتابعونك ولك مني كل الحب,0,,
الدقيقا  ما كتن يقصد احد,0,,
مبروك كافاني وتيليس انتقلو لمانشستر يونايتد,0,,
هع بدايتها هياط ومدح ونهايتها صرراخ,0,,
"ثلاث دقايق بس فرحان فيها
بعدها المقطع دراما",0,,
ه خلطوهم,1,1,1
ستة يابو ستة           وعن بنتلتي ميسي اللي ضيعو في الكوبا اللاعب مش بل بنلتيات كل زغ اقلك بس,0,,
ياقلوري ليش ماعبيت بنزين من المحطة,0,,
يسعدلي جوك يشيخ  والله انت سعادة,0,,
القم لا عاد اشوفك تشجع اليونايتد,1,1,1
ما عندنا لعب أجل ها,0,,
هاات الي بعدو,0,,
سته ما تخليك تنام الليل,0,,
"اول مره يضحك ف الفيديو 

 اخر مره ضحك ف الفيديو 

 بدايه الجلطه والسكر والضغط و الامراض النفسية والصرع",0,,
المشكلة الهياط بل بداية,0,,
قلوري سوي ردة فعلك على الظهير تيليس النادي تعاقد معاه رسمياا,0,,
يووه باقي ماشفت شي قدامك موسم كامل ودوري ابطال الله يعينك بس,0,,
افرح يا جلوري جابو يونايتد الكس تلس و كفاني,0,,
يخوي فندايك اسوء من ماجواير أخطاء دفاعية ويقولون فاندايك افضل مدافع أفضل مدافع هو راموس,0,,
سوي ردة فعلك على مباراة ليفربول عشان تغير جوك,0,,
تاريخي تاريخي  ياحبيبي اولل ا,0,,
جلوري لعد تلعن في اطفال يتابعونك عيب,0,,
ليش ماتعمل سلسلة مدرب لنادي اليونايتد وتسحق جميع الأندية صدقني رح تستمتع,0,,
قلتلي هات اللي بعده ها,0,,
والله احلا شي لما مانشستر يونايتد ينجلد انا ما احب اليونايتد ولا مشجعينهم بس جلوري,0,,
والله غلوري احسك تتعب من ذا النادي لكن تشجعه من قلب والله كفو,0,,
"جلوري نصيحة لا تشوف مباريات اليونايتد عشان لا تنجلط و يصير فيك سكر و يرتفع الضغط 

ما فيك إلا العافية أن شاء الله",0,,
قبل أيام طقطق على برشلونة انو نخلدو بي ة,0,,
مستوى الذبه ١٠١,0,,
من يريد يتبادل  حسابات,0,,
كبل جنت تكول مترجم,0,,
بالله اش قلتلكم,0,,
"اقسم بالله تمثيل ، هذي مو بث مباشر لو تركزون عن اكثر القنوات اللي فيهم ردات فعل في البث المباشر يطلع لك الفيديو عادي عدا هذا ، ولاحظت اكثر من لقطه في تصنع واضح  وحركه الجوال تشهد",0,,
تتفلس وتعتبر نفسك تفهم بالكره وماكو انكليزي بس هيندرسون ليش   اليكساندر ارنولد وجوميز من وين,0,,
القم تذكر البرشا؟؟,1,1,1
اليفر يقول ل ليوزايتد لن تسير وحيدا,0,,
ها يلدب تستاهل اكثر,1,2,1
ماقواير ما اجيبه يلعب في حارتي ولله زباله,0,,
ليش تا شجع منشستر يونتد,1,2,1
ها حسيت في اللي يحسوه البرشلونية وترا انا برشلوني,0,,
متخليك تنام اليل,0,,
صياحك طرب,1,1,1
الاتحاد اقوى من اليونايتد,0,,
"جلوري في البداية   الي بعدو 

جلوري في النهاية   خلاص يكفي",0,,
يا اخي انت ما شجع يونايتد ليش جذب,0,,
الله يصبرنا بس,0,,
"وهنا أدرك ابو حمدان ،انو جاب العيد",0,,
الفرحه الي الله يحرمنا منها,0,,
والله لو يجي ماجواير بين ايديك ما اعرف شو ممكن تعمل فيه,0,,
زقة معاه بموت,0,,
"لاعبين ضيعوا منتخبات ببلنتيات
ماك راضي تعترف ان ناديك نادي مجامل تحكيميا و الدليل بلنتي برونو ضد برايتون
ميسي الي تتكلم عنه مع٤ ابطال اكثر من ناديك
وعنده٦ كرات ذهبية و٦ حذاء ذهبي
ومتعدي٧٠٠ هدف
اقصد اليوناتيتد
ما اقصد حمدون
رونالدو لاعب كبير و اسطورة ومن افضل لاعبين التاريخ 
لاكن بنسبة  لي ميسي افضل منه وافضل لاعب في التاريخ",0,,
يلا ابلع قبل ايام جالس تضحك ع برشلونا ابلع ابلع,1,1,1
ابلع بتحكي عميسي انو ضييع بينالتي ابلع يا نادي الضحك,1,1,1
ه ما هي شماته بس ل دار الزمن تعجبني سواياه,0,,
يلا مبروك اليكس تيليس وقع مع اليونايتد,0,,
فريق الحاره عندنا افضل من اليونايتد,0,,
القم يادب,1,2,1
انت تكمل المباراه عشان حنا نضحك,0,,
القم يا جلوري,1,1,1
ماعندنا لعب ه اخرتها,0,,
انا اول ثانيه متت ضحك,0,,
تخلص شايف لمباراة وترجع تعيد لمباراه وتقول ردة فعلي مباشر ه حركاتنا اول جلوري,0,,
تم قصف   بنجاح من طرف جلوري,0,,
المقطع مو واضح  حاول تشوف لك وضع مع الشاشه,0,,
حاب اذكرك ياجلوري وانا والله احبك واتبعك اول بول لاكن انت تقول ذاك اليوم ان مورينيو مات من بعد طلع عن تدريب ريال مدريد تقول عنه خلاص انتهى الان سكتك مورينيو ويليته سكتك بفوز  ولا  لا سكتك بسداسيه  نبي نتكلم حق صح ولا لا مورينيو باقي مدرب توتنهام وهو يسكت من يقول عنه مات او مايعرف يدرب سكتكم حاب اذكر اشوف كلامي صدق اتمنى الكل يتفق معي,0,,
الله يعينك على اليونايتد,0,,
ه فريق مصخره,0,,
بكرا تندم ياجميل,0,,
ابلع يا غلوري ابلع ه,1,1,1
تستاهل المان يونايتد اكثر من ٦,0,,
القم يا بت,1,1,1
والله احنا من قهري مثلك بس الله يوفقك,0,,
جلوري مو بس هنديرسون ارنولد كمان,0,,
"الاسمعبد العزيز
اللقبجلوري 
المهنهصنع المحشات على لعيبه اليونايتد",0,,
يا رجال شجع مدريد افضلك,0,,
اعطيت ليفربول عين الله يسلمك لقم سبعه على وجهه,0,,
ه فان دايك مين يعم هو الي شال فريقه,0,,
بطني بطني بطني,0,,
ذهب كريستيانو انتهى اليونيايتد الله يعينك,0,,
باقي هدف طيب,0,,
طيب شو دخل الإنجليز ستيرلينغ والكر وارنولد وجومز هاري كين,0,,
ياجلوري انصحك لا تتابع مانشستر تابعهم يذا تحسنو هذا يذا جابو صفقات بعد لانهم راح يجيبولك الضغط والسكر,0,,
ليه ما كملت المباراة يابو سته,0,,
في دقيقة   انخرشت خرشا,0,,
انصحك تشجع استون فيلا   ليفربول,0,,
الله يعينك يا جلوري وانشاءالله اليونايتد يصحى ويصير اقوى   بعد هذي النتيجه الواحد يقول انشاءالله,0,,
والله الفريق بدو تغير كامل بس برونو وفان دى بيك يبقو والباقي مش بيع والله اتبرعو فيهم مع المدرب والادارة الزبالة والله ولا عمري شجعت اليونايتد بس والله فريق كبير زي المانيو يوصل لهال درجة يزعل  وهاردلك يا جلوري نحبك واستمر يا اسطورة,0,,
"ه جلوري
شجع برشلونه",0,,
صياحك طرب,1,1,1
رسميا اليكس تيليس الى مانشستر يونايتد,0,,
"جلوري مدح ليفربول قبل مباراة ليفربول مع استون فيلا 
و انا عم قول ليش هيك صار بليفربول",0,,
فرحانه اوي,0,,
والله فطست,0,,
وربي بطنيني,0,,
عوفهم كسر خاطري جلوري وبنفس الوقت شبعت عليك ضحك,0,,
ه  القم,1,1,1
والله بعد ما خلصت المباراة قلت لخويي ايش رح يكون صاير بجلوري آلحين,0,,
الي بعده ولك اسكت لا تتكلم علي برشلونه و الثمانيه فريق برشلونه خسر من بايرن ميونخ انتم من توتنهام,0,,
ابكي ابكي,1,1,1
ابلع يا منشستراوي,1,1,1
لا تنسى ارنولد وغوميز,0,,
هدي يا قلوري ان شاء الله مع الصفقات الي جت بنتحسن,0,,
الهياط في اول المباراة,0,,
اني والله مدريدي بس ازعلت عليك كثير,0,,
تستاهل بردوا قلبي عشانك كنت تطقطق على القنرز الموسم اللي راح,0,,
حبيبي جلوري عدهم ارنولد انكليزي مو بس هندرسون وهموا من الركاز الساسيه بل فريق,0,,
